File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A1_006__500m_16_days_NDVI_doy2014353_aid0001,_500m_16_days_NDVI,aid0001,2014-12-19,3640.0,-0.1418,0.9176,"(-0.1418,0.9176)",0.446411,0.1582885,0.0250553,0.553175,0.8455,0.4583,0.0667,0.355875
MOD13A1_006__500m_16_days_NDVI_doy2015001_aid0001,_500m_16_days_NDVI,aid0001,2015-01-01,3630.0,-0.0788,0.982,"(-0.0788,0.982)",0.3129687,0.2069792,0.0428404,0.448,0.8983,0.2928,-0.0788,0.1439
MOD13A1_006__500m_16_days_NDVI_doy2015017_aid0001,_500m_16_days_NDVI,aid0001,2015-01-17,3649.0,-0.1666,0.8762,"(-0.1666,0.8762)",0.4126557,0.147423,0.0217335,0.5138,0.7751,0.4147,0.0443,0.3252
MOD13A1_006__500m_16_days_NDVI_doy2015033_aid0001,_500m_16_days_NDVI,aid0001,2015-02-02,3639.0,-0.2,0.7965,"(-0.2,0.7965)",0.437371,0.1690943,0.0285929,0.5441,0.7965,0.4613,0.0815,0.3576
MOD13A1_006__500m_16_days_NDVI_doy2015049_aid0001,_500m_16_days_NDVI,aid0001,2015-02-18,3642.0,-0.1903,0.7702,"(-0.1903,0.7702)",0.4110792,0.1549796,0.0240187,0.5076,0.7702,0.4351,0.0623,0.327675
MOD13A1_006__500m_16_days_NDVI_doy2015065_aid0001,_500m_16_days_NDVI,aid0001,2015-03-06,3616.0,-0.1835,0.7732,"(-0.1835,0.7732)",0.4017294,0.1550585,0.0240432,0.501225,0.7732,0.4255,0.0447,0.3182
MOD13A1_006__500m_16_days_NDVI_doy2015081_aid0001,_500m_16_days_NDVI,aid0001,2015-03-22,3645.0,-0.181,0.7699,"(-0.181,0.7699)",0.4144015,0.1619556,0.0262296,0.5252,0.7699,0.441,0.0666,0.341
MOD13A1_006__500m_16_days_NDVI_doy2015097_aid0001,_500m_16_days_NDVI,aid0001,2015-04-07,3658.0,-0.1904,0.8061,"(-0.1904,0.8061)",0.446653,0.1546288,0.0239101,0.5511,0.8061,0.47,0.1009,0.3702
MOD13A1_006__500m_16_days_NDVI_doy2015113_aid0001,_500m_16_days_NDVI,aid0001,2015-04-23,3652.0,-0.1182,0.825,"(-0.1182,0.825)",0.4812528,0.1507033,0.0227115,0.5832,0.825,0.50045,0.1434,0.4059
MOD13A1_006__500m_16_days_NDVI_doy2015129_aid0001,_500m_16_days_NDVI,aid0001,2015-05-09,3650.0,-0.1782,0.8618,"(-0.1782,0.8618)",0.5177722,0.1535675,0.023583,0.6209,0.8618,0.5321,0.1455,0.4307
MOD13A1_006__500m_16_days_NDVI_doy2015145_aid0001,_500m_16_days_NDVI,aid0001,2015-05-25,3672.0,-0.1863,0.8539,"(-0.1863,0.8539)",0.4952873,0.1733011,0.0300333,0.6099,0.8539,0.50885,0.1198,0.4133
MOD13A1_006__500m_16_days_NDVI_doy2015353_aid0001,_500m_16_days_NDVI,aid0001,2015-12-19,3638.0,-0.1649,0.9651,"(-0.1649,0.9651)",0.5218008,0.1670973,0.0279215,0.6257,0.9291,0.536,0.119,0.4228
MOD13A1_006__500m_16_days_NDVI_doy2016001_aid0001,_500m_16_days_NDVI,aid0001,2016-01-01,3618.0,-0.2,0.9277,"(-0.2,0.9277)",0.501176,0.1667513,0.027806,0.611575,0.8952,0.5242,0.1,0.4062
MOD13A1_006__500m_16_days_NDVI_doy2016017_aid0001,_500m_16_days_NDVI,aid0001,2016-01-17,3652.0,-0.1794,0.8579,"(-0.1794,0.8579)",0.3806585,0.1674036,0.028024,0.493925,0.8249,0.40145,-0.0755,0.26575
MOD13A1_006__500m_16_days_NDVI_doy2016033_aid0001,_500m_16_days_NDVI,aid0001,2016-02-02,3675.0,-0.1142,0.8039,"(-0.1142,0.8039)",0.4329191,0.1486056,0.0220836,0.532,0.8039,0.4432,0.0588,0.3418
MOD13A1_006__500m_16_days_NDVI_doy2016049_aid0001,_500m_16_days_NDVI,aid0001,2016-02-18,3565.0,-0.0895,0.7446,"(-0.0895,0.7446)",0.2018006,0.1594661,0.0254294,0.2833,0.5907,0.1517,-0.0895,0.0777
MOD13A1_006__500m_16_days_NDVI_doy2016065_aid0001,_500m_16_days_NDVI,aid0001,2016-03-05,3646.0,-0.1635,0.8836,"(-0.1635,0.8836)",0.4266698,0.161049,0.0259368,0.5283,0.7584,0.45045,0.0549,0.3389
MOD13A1_006__500m_16_days_NDVI_doy2016097_aid0001,_500m_16_days_NDVI,aid0001,2016-04-06,3663.0,-0.1777,0.8114,"(-0.1777,0.8114)",0.4867964,0.1414806,0.0200168,0.578,0.8114,0.4985,0.1579,0.4097
MOD13A1_006__500m_16_days_NDVI_doy2016113_aid0001,_500m_16_days_NDVI,aid0001,2016-04-22,3657.0,-0.1938,0.8567,"(-0.1938,0.8567)",0.5000596,0.1680659,0.0282461,0.6129,0.8567,0.5149,0.1265,0.4158
MOD13A1_006__500m_16_days_NDVI_doy2016129_aid0001,_500m_16_days_NDVI,aid0001,2016-05-08,3635.0,-0.1365,0.8552,"(-0.1365,0.8552)",0.501723,0.1623623,0.0263615,0.6109,0.8552,0.5115,0.1265,0.4169
MOD13A1_006__500m_16_days_NDVI_doy2016145_aid0001,_500m_16_days_NDVI,aid0001,2016-05-24,3623.0,-0.1484,0.8678,"(-0.1484,0.8678)",0.511032,0.1610543,0.0259385,0.6215,0.8678,0.5164,0.1263,0.42225
MOD13A1_006__500m_16_days_NDVI_doy2016353_aid0001,_500m_16_days_NDVI,aid0001,2016-12-18,3641.0,-0.1759,0.8468,"(-0.1759,0.8468)",0.1017359,0.1120911,0.0125644,0.1432,0.315,0.0737,-0.1205,0.0282
MOD13A1_006__500m_16_days_NDVI_doy2017001_aid0001,_500m_16_days_NDVI,aid0001,2017-01-01,3630.0,-0.1759,0.8333,"(-0.1759,0.8333)",0.1557369,0.1670752,0.0279141,0.191325,0.4084,0.0957,-0.1403,0.0454
MOD13A1_006__500m_16_days_NDVI_doy2017017_aid0001,_500m_16_days_NDVI,aid0001,2017-01-17,3623.0,-0.1936,0.8097,"(-0.1936,0.8097)",0.4077559,0.1514576,0.0229394,0.499,0.7651,0.4175,0.0507,0.318
MOD13A1_006__500m_16_days_NDVI_doy2017033_aid0001,_500m_16_days_NDVI,aid0001,2017-02-02,3658.0,-0.1941,0.7176,"(-0.1941,0.7176)",0.2194815,0.1857289,0.0344952,0.370275,0.7176,0.14305,-0.1941,0.0629
MOD13A1_006__500m_16_days_NDVI_doy2017049_aid0001,_500m_16_days_NDVI,aid0001,2017-02-18,3617.0,-0.1544,0.8218,"(-0.1544,0.8218)",0.3072419,0.1634711,0.0267228,0.4292,0.7656,0.3079,-0.1544,0.1784
MOD13A1_006__500m_16_days_NDVI_doy2017065_aid0001,_500m_16_days_NDVI,aid0001,2017-03-06,3647.0,-0.1257,0.7484,"(-0.1257,0.7484)",0.2330773,0.1800781,0.0324281,0.3623,0.7484,0.1727,-0.1257,0.08085
MOD13A1_006__500m_16_days_NDVI_doy2017081_aid0001,_500m_16_days_NDVI,aid0001,2017-03-22,3614.0,-0.1962,0.7551,"(-0.1962,0.7551)",0.4069234,0.1681819,0.0282852,0.5138,0.7551,0.43135,0.0197,0.316125
MOD13A1_006__500m_16_days_NDVI_doy2017097_aid0001,_500m_16_days_NDVI,aid0001,2017-04-07,3640.0,-0.1682,0.8476,"(-0.1682,0.8476)",0.4136583,0.1536394,0.0236051,0.5103,0.7777,0.4304,0.0602,0.3272
MOD13A1_006__500m_16_days_NDVI_doy2017113_aid0001,_500m_16_days_NDVI,aid0001,2017-04-23,3615.0,-0.1944,0.8376,"(-0.1944,0.8376)",0.4838383,0.1667978,0.0278215,0.5963,0.8376,0.5073,0.0933,0.3925
MOD13A1_006__500m_16_days_NDVI_doy2017129_aid0001,_500m_16_days_NDVI,aid0001,2017-05-09,3645.0,-0.1638,0.8416,"(-0.1638,0.8416)",0.5066901,0.1712831,0.0293379,0.6165,0.8416,0.5319,0.1405,0.4231
MOD13A1_006__500m_16_days_NDVI_doy2017145_aid0001,_500m_16_days_NDVI,aid0001,2017-05-25,3649.0,-0.0843,0.8727,"(-0.0843,0.8727)",0.5012748,0.1660853,0.0275843,0.6094,0.8727,0.5133,0.1238,0.4144
MOD13A1_006__500m_16_days_NDVI_doy2017353_aid0001,_500m_16_days_NDVI,aid0001,2017-12-19,3622.0,-0.1954,0.9578,"(-0.1954,0.9578)",0.3345607,0.2084915,0.0434687,0.5099,0.9578,0.33625,-0.1954,0.1448
MOD13A1_006__500m_16_days_NDVI_doy2018001_aid0001,_500m_16_days_NDVI,aid0001,2018-01-01,3616.0,-0.0413,0.9849,"(-0.0413,0.9849)",0.4578129,0.2106798,0.044386,0.622075,0.9849,0.4671,-0.0413,0.289075
MOD13A1_006__500m_16_days_NDVI_doy2018017_aid0001,_500m_16_days_NDVI,aid0001,2018-01-17,3648.0,-0.0644,0.9254,"(-0.0644,0.9254)",0.3741312,0.2534428,0.0642333,0.602025,0.9254,0.3866,-0.0644,0.10875
MOD13A1_006__500m_16_days_NDVI_doy2018033_aid0001,_500m_16_days_NDVI,aid0001,2018-02-02,3646.0,-0.1914,0.8284,"(-0.1914,0.8284)",0.4203506,0.1662958,0.0276543,0.524475,0.8128,0.4424,0.0298,0.3261
MOD13A1_006__500m_16_days_NDVI_doy2018049_aid0001,_500m_16_days_NDVI,aid0001,2018-02-18,3620.0,-0.1749,0.7485,"(-0.1749,0.7485)",0.1936912,0.1816936,0.0330125,0.30365,0.6625,0.1201,-0.1749,0.0638
MOD13A1_006__500m_16_days_NDVI_doy2018065_aid0001,_500m_16_days_NDVI,aid0001,2018-03-06,3638.0,-0.1111,0.799,"(-0.1111,0.799)",0.4132551,0.1379136,0.0190201,0.4978,0.7503,0.4207,0.0681,0.3253
MOD13A1_006__500m_16_days_NDVI_doy2018081_aid0001,_500m_16_days_NDVI,aid0001,2018-03-22,3667.0,-0.1782,0.7762,"(-0.1782,0.7762)",0.3949589,0.1528293,0.0233568,0.5004,0.7762,0.4114,0.0128,0.29815
MOD13A1_006__500m_16_days_NDVI_doy2018097_aid0001,_500m_16_days_NDVI,aid0001,2018-04-07,3684.0,-0.1983,0.7989,"(-0.1983,0.7989)",0.434053,0.1659485,0.0275389,0.5442,0.7989,0.4618,0.0609,0.3502
MOD13A1_006__500m_16_days_NDVI_doy2018113_aid0001,_500m_16_days_NDVI,aid0001,2018-04-23,3652.0,-0.1792,0.8246,"(-0.1792,0.8246)",0.4643187,0.1641369,0.0269409,0.5766,0.8246,0.4786,0.0753,0.376
MOD13A1_006__500m_16_days_NDVI_doy2018129_aid0001,_500m_16_days_NDVI,aid0001,2018-05-09,3653.0,-0.1993,0.8536,"(-0.1993,0.8536)",0.4884089,0.1746203,0.0304922,0.602,0.8536,0.5048,0.1227,0.4077
MOD13A1_006__500m_16_days_NDVI_doy2018145_aid0001,_500m_16_days_NDVI,aid0001,2018-05-25,3617.0,-0.1954,0.9027,"(-0.1954,0.9027)",0.4844328,0.1703791,0.029029,0.5924,0.8874,0.4938,0.0882,0.3903
MOD13A1_006__500m_16_days_NDVI_doy2018353_aid0001,_500m_16_days_NDVI,aid0001,2018-12-19,3608.0,-0.1304,0.9964,"(-0.1304,0.9964)",0.5446891,0.1921797,0.036933,0.676425,0.9964,0.56635,0.0558,0.4228
MOD13A1_006__500m_16_days_NDVI_doy2019001_aid0001,_500m_16_days_NDVI,aid0001,2019-01-01,3645.0,-0.0945,0.931,"(-0.0945,0.931)",0.507019,0.1591802,0.0253383,0.6075,0.8727,0.5287,0.1456,0.4223
MOD13A1_006__500m_16_days_NDVI_doy2019017_aid0001,_500m_16_days_NDVI,aid0001,2019-01-17,3626.0,-0.1374,0.9083,"(-0.1374,0.9083)",0.464268,0.1642365,0.0269736,0.5666,0.8637,0.481,0.061,0.3635
MOD13A1_006__500m_16_days_NDVI_doy2019033_aid0001,_500m_16_days_NDVI,aid0001,2019-02-02,3700.0,-0.1523,0.9616,"(-0.1523,0.9616)",0.3471865,0.2034731,0.0414013,0.4785,0.8896,0.3733,-0.1523,0.2005
MOD13A1_006__500m_16_days_NDVI_doy2019049_aid0001,_500m_16_days_NDVI,aid0001,2019-02-18,3560.0,-0.1746,0.8658,"(-0.1746,0.8658)",0.2859622,0.1809544,0.0327445,0.4128,0.7955,0.26185,-0.1746,0.131575
MOD13A1_006__500m_16_days_NDVI_doy2019065_aid0001,_500m_16_days_NDVI,aid0001,2019-03-06,3640.0,-0.1098,0.7679,"(-0.1098,0.7679)",0.3716112,0.1334286,0.0178032,0.4457,0.6841,0.376,0.0576,0.28645
MOD13A1_006__500m_16_days_NDVI_doy2019081_aid0001,_500m_16_days_NDVI,aid0001,2019-03-22,3662.0,-0.1917,0.7967,"(-0.1917,0.7967)",0.3968773,0.1462704,0.021395,0.48695,0.7401,0.41295,0.0615,0.3165
MOD13A1_006__500m_16_days_NDVI_doy2019097_aid0001,_500m_16_days_NDVI,aid0001,2019-04-07,3618.0,-0.1979,0.8178,"(-0.1979,0.8178)",0.4401577,0.1552691,0.0241085,0.545325,0.8178,0.4651,0.0653,0.35155
MOD13A1_006__500m_16_days_NDVI_doy2019113_aid0001,_500m_16_days_NDVI,aid0001,2019-04-23,3682.0,-0.1451,0.8275,"(-0.1451,0.8275)",0.4655696,0.1578806,0.0249263,0.5683,0.8275,0.481,0.1078,0.383725
MOD13A1_006__500m_16_days_NDVI_doy2019129_aid0001,_500m_16_days_NDVI,aid0001,2019-05-09,3661.0,-0.1621,0.8629,"(-0.1621,0.8629)",0.4934305,0.1623046,0.0263428,0.6009,0.8629,0.5079,0.1342,0.4134
MOD13A1_006__500m_16_days_NDVI_doy2019145_aid0001,_500m_16_days_NDVI,aid0001,2019-05-25,3655.0,-0.181,0.8689,"(-0.181,0.8689)",0.5166589,0.1552308,0.0240966,0.624,0.8689,0.5252,0.156,0.4355
MOD13A1_006__500m_16_days_NDVI_doy2019353_aid0001,_500m_16_days_NDVI,aid0001,2019-12-19,3637.0,-0.0434,0.9525,"(-0.0434,0.9525)",0.3947767,0.1406033,0.0197693,0.4884,0.7325,0.4168,0.0336,0.306
MOD13A1_006__500m_16_days_NDVI_doy2020001_aid0001,_500m_16_days_NDVI,aid0001,2020-01-01,3613.0,-0.1334,0.9558,"(-0.1334,0.9558)",0.4138213,0.1818158,0.033057,0.5371,0.8968,0.4348,-0.0559,0.2951
MOD13A1_006__500m_16_days_NDVI_doy2020017_aid0001,_500m_16_days_NDVI,aid0001,2020-01-17,3651.0,-0.1291,0.872,"(-0.1291,0.872)",0.2974114,0.197055,0.0388307,0.4406,0.872,0.2947,-0.1291,0.12035
MOD13A1_006__500m_16_days_NDVI_doy2020033_aid0001,_500m_16_days_NDVI,aid0001,2020-02-02,3647.0,-0.0886,0.9352,"(-0.0886,0.9352)",0.3971926,0.1754139,0.03077,0.51615,0.8606,0.3996,-0.0547,0.2839
MOD13A1_006__500m_16_days_NDVI_doy2020049_aid0001,_500m_16_days_NDVI,aid0001,2020-02-18,3635.0,-0.194,0.822,"(-0.194,0.822)",0.4293889,0.1409766,0.0198744,0.5168,0.7742,0.4447,0.0883,0.3444
MOD13A1_006__500m_16_days_NDVI_doy2020065_aid0001,_500m_16_days_NDVI,aid0001,2020-03-05,3624.0,-0.1821,0.832,"(-0.1821,0.832)",0.415939,0.1527983,0.0233473,0.508575,0.7702,0.4284,0.0696,0.3327
MOD13A1_006__500m_16_days_NDVI_doy2020081_aid0001,_500m_16_days_NDVI,aid0001,2020-03-21,3651.0,-0.0587,0.8259,"(-0.0587,0.8259)",0.4084686,0.1369543,0.0187565,0.4987,0.7556,0.418,0.0625,0.3227
MOD13A1_006__500m_16_days_NDVI_doy2020097_aid0001,_500m_16_days_NDVI,aid0001,2020-04-06,3643.0,-0.1005,0.7925,"(-0.1005,0.7925)",0.419155,0.1470091,0.0216117,0.514,0.7777,0.4387,0.0789,0.3373
MOD13A1_006__500m_16_days_NDVI_doy2020113_aid0001,_500m_16_days_NDVI,aid0001,2020-04-22,3611.0,-0.1485,0.8391,"(-0.1485,0.8391)",0.4918123,0.1656689,0.0274462,0.603,0.8391,0.5137,0.1114,0.40635
MOD13A1_006__500m_16_days_NDVI_doy2020129_aid0001,_500m_16_days_NDVI,aid0001,2020-05-08,3646.0,-0.1899,0.8826,"(-0.1899,0.8826)",0.5037059,0.1624876,0.0264022,0.611,0.8826,0.5236,0.1392,0.4205
MOD13A1_006__500m_16_days_NDVI_doy2020145_aid0001,_500m_16_days_NDVI,aid0001,2020-05-24,3646.0,-0.184,0.8962,"(-0.184,0.8962)",0.5161053,0.1677679,0.0281461,0.6275,0.8962,0.5294,0.1589,0.4392
MOD13A1_006__500m_16_days_NDVI_doy2020353_aid0001,_500m_16_days_NDVI,aid0001,2020-12-18,3662.0,-0.1171,0.9935,"(-0.1171,0.9935)",0.2928752,0.2431918,0.0591422,0.455225,0.9463,0.2096,-0.1171,0.106
MOD13A1_006__500m_16_days_NDVI_doy2021001_aid0001,_500m_16_days_NDVI,aid0001,2021-01-01,3611.0,-0.1815,0.9553,"(-0.1815,0.9553)",0.4714193,0.170772,0.0291631,0.58465,0.8716,0.4892,0.0721,0.3779
MOD13A1_006__500m_16_days_NDVI_doy2021017_aid0001,_500m_16_days_NDVI,aid0001,2021-01-17,3632.0,-0.1158,0.8823,"(-0.1158,0.8823)",0.4647007,0.1590648,0.0253016,0.559475,0.8339,0.4785,0.0859,0.37
MOD13A1_006__500m_16_days_NDVI_doy2021033_aid0001,_500m_16_days_NDVI,aid0001,2021-02-02,3649.0,-0.1389,0.9139,"(-0.1389,0.9139)",0.4711518,0.1722052,0.0296546,0.5853,0.9016,0.4917,0.0478,0.3702
MOD13A1_006__500m_16_days_NDVI_doy2021049_aid0001,_500m_16_days_NDVI,aid0001,2021-02-18,3624.0,-0.1501,0.8425,"(-0.1501,0.8425)",0.380364,0.1723625,0.0297088,0.5023,0.8425,0.39655,-0.1316,0.2478
MOD13A1_006__500m_16_days_NDVI_doy2021065_aid0001,_500m_16_days_NDVI,aid0001,2021-03-06,3615.0,-0.1735,0.7896,"(-0.1735,0.7896)",0.3958506,0.1495799,0.0223742,0.4881,0.7519,0.4092,0.0384,0.3081
MOD13A1_006__500m_16_days_NDVI_doy2021081_aid0001,_500m_16_days_NDVI,aid0001,2021-03-22,3639.0,-0.1993,0.7905,"(-0.1993,0.7905)",0.4156513,0.1518164,0.0230482,0.5087,0.7602,0.4317,0.0785,0.33605
MOD13A1_006__500m_16_days_NDVI_doy2021097_aid0001,_500m_16_days_NDVI,aid0001,2021-04-07,3647.0,-0.1961,0.8258,"(-0.1961,0.8258)",0.4331655,0.1630863,0.0265971,0.5347,0.8036,0.4521,0.0789,0.3519
MOD13A1_006__500m_16_days_NDVI_doy2021113_aid0001,_500m_16_days_NDVI,aid0001,2021-04-23,3618.0,-0.1931,0.8368,"(-0.1931,0.8368)",0.4499359,0.1835991,0.0337086,0.5834,0.8368,0.4768,-0.061,0.3238
MOD13A1_006__500m_16_days_NDVI_doy2021129_aid0001,_500m_16_days_NDVI,aid0001,2021-05-09,3678.0,-0.145,0.8571,"(-0.145,0.8571)",0.5001632,0.1676524,0.0281073,0.6135,0.8571,0.5174,0.1461,0.42415
MOD13A1_006__500m_16_days_NDVI_doy2021145_aid0001,_500m_16_days_NDVI,aid0001,2021-05-25,3650.0,-0.1133,0.8776,"(-0.1133,0.8776)",0.5280522,0.1660062,0.027558,0.642975,0.8776,0.5404,0.1467,0.4396
MOD13A1_006__500m_16_days_NDVI_doy2021353_aid0001,_500m_16_days_NDVI,aid0001,2021-12-19,3681.0,-0.1988,0.9848,"(-0.1988,0.9848)",0.3998549,0.260296,0.067754,0.609,0.9848,0.4552,-0.1988,0.1553
MOD13A1_006__500m_16_days_NDVI_doy2022001_aid0001,_500m_16_days_NDVI,aid0001,2022-01-01,3618.0,-0.1692,0.9172,"(-0.1692,0.9172)",0.2309833,0.1824764,0.0332976,0.3215,0.6672,0.1888,-0.1692,0.091025
MOD13A1_006__500m_16_days_NDVI_doy2022017_aid0001,_500m_16_days_NDVI,aid0001,2022-01-17,3677.0,-0.1226,0.8549,"(-0.1226,0.8549)",0.4338441,0.1507675,0.0227308,0.5389,0.8433,0.4422,0.0176,0.3298
