File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A1_006__500m_16_days_EVI_doy2012097_aid0001,_500m_16_days_EVI,aid0001,2012-04-06,315.0,0.0541,0.631,"(0.0541,0.631)",0.2802765,0.1289094,0.0166176,0.3446,0.5375,0.2761,0.0541,0.1827
MOD13A1_006__500m_16_days_EVI_doy2012113_aid0001,_500m_16_days_EVI,aid0001,2012-04-22,315.0,0.177,0.6432,"(0.177,0.6432)",0.4000775,0.1007736,0.0101553,0.45945,0.6106,0.3853,0.177,0.34205
MOD13A1_006__500m_16_days_EVI_doy2012129_aid0001,_500m_16_days_EVI,aid0001,2012-05-08,315.0,0.2765,0.7116,"(0.2765,0.7116)",0.5686644,0.100774,0.0101554,0.637,0.7116,0.5942,0.3842,0.5339
MOD13A1_006__500m_16_days_EVI_doy2012145_aid0001,_500m_16_days_EVI,aid0001,2012-05-24,315.0,0.2363,0.6726,"(0.2363,0.6726)",0.5432908,0.0995094,0.0099021,0.61695,0.6726,0.5772,0.3487,0.5042
MOD13A1_006__500m_16_days_EVI_doy2012353_aid0001,_500m_16_days_EVI,aid0001,2012-12-18,315.0,0.0944,0.4524,"(0.0944,0.4524)",0.2539803,0.0672705,0.0045253,0.3068,0.4524,0.2516,0.0944,0.2056
MOD13A1_006__500m_16_days_EVI_doy2013001_aid0001,_500m_16_days_EVI,aid0001,2013-01-01,315.0,0.0372,0.5019,"(0.0372,0.5019)",0.2791298,0.0958842,0.0091938,0.344,0.5019,0.2849,0.0414,0.2216
MOD13A1_006__500m_16_days_EVI_doy2013017_aid0001,_500m_16_days_EVI,aid0001,2013-01-17,315.0,0.0124,0.2778,"(0.0124,0.2778)",0.147666,0.0655271,0.0042938,0.1935,0.2778,0.1513,0.0124,0.09645
MOD13A1_006__500m_16_days_EVI_doy2013033_aid0001,_500m_16_days_EVI,aid0001,2013-02-02,315.0,-0.0076,0.1868,"(-0.0076,0.1868)",0.0661835,0.0405437,0.0016438,0.09695,0.1868,0.0559,-0.0076,0.03355
MOD13A1_006__500m_16_days_EVI_doy2013049_aid0001,_500m_16_days_EVI,aid0001,2013-02-18,315.0,0.012,0.4682,"(0.012,0.4682)",0.2204425,0.0857631,0.0073553,0.2753,0.4211,0.2248,0.012,0.1698
MOD13A1_006__500m_16_days_EVI_doy2013065_aid0001,_500m_16_days_EVI,aid0001,2013-03-06,315.0,0.0252,0.3633,"(0.0252,0.3633)",0.2221035,0.0700296,0.0049041,0.2647,0.3633,0.238,0.0927,0.1948
MOD13A1_006__500m_16_days_EVI_doy2013081_aid0001,_500m_16_days_EVI,aid0001,2013-03-22,315.0,0.1388,0.4302,"(0.1388,0.4302)",0.2873403,0.061174,0.0037423,0.3203,0.4174,0.2871,0.1436,0.2478
MOD13A1_006__500m_16_days_EVI_doy2013097_aid0001,_500m_16_days_EVI,aid0001,2013-04-07,315.0,0.1659,0.592,"(0.1659,0.592)",0.3381451,0.0862227,0.0074343,0.4043,0.592,0.3163,0.1659,0.273
MOD13A1_006__500m_16_days_EVI_doy2013113_aid0001,_500m_16_days_EVI,aid0001,2013-04-23,315.0,0.1692,0.6537,"(0.1692,0.6537)",0.3777248,0.0991071,0.0098222,0.4418,0.6537,0.3574,0.1692,0.2982
MOD13A1_006__500m_16_days_EVI_doy2013129_aid0001,_500m_16_days_EVI,aid0001,2013-05-09,315.0,0.3645,0.7249,"(0.3645,0.7249)",0.5991895,0.0912558,0.0083276,0.664,0.7249,0.6335,0.4278,0.5617
MOD13A1_006__500m_16_days_EVI_doy2013145_aid0001,_500m_16_days_EVI,aid0001,2013-05-25,315.0,0.2388,0.7044,"(0.2388,0.7044)",0.5541317,0.110659,0.0122454,0.6417,0.7044,0.5906,0.2734,0.49295
MOD13A1_006__500m_16_days_EVI_doy2013353_aid0001,_500m_16_days_EVI,aid0001,2013-12-19,315.0,0.0419,0.4719,"(0.0419,0.4719)",0.2513584,0.093428,0.0087288,0.32325,0.4719,0.2385,0.0419,0.1858
MOD13A1_006__500m_16_days_EVI_doy2014001_aid0001,_500m_16_days_EVI,aid0001,2014-01-01,315.0,0.0419,0.4719,"(0.0419,0.4719)",0.2433371,0.0892417,0.0079641,0.3043,0.4719,0.2281,0.0419,0.1828
MOD13A1_006__500m_16_days_EVI_doy2014017_aid0001,_500m_16_days_EVI,aid0001,2014-01-17,315.0,0.1295,0.4856,"(0.1295,0.4856)",0.2707549,0.0751622,0.0056494,0.3102,0.425,0.2624,0.1295,0.2145
MOD13A1_006__500m_16_days_EVI_doy2014033_aid0001,_500m_16_days_EVI,aid0001,2014-02-02,315.0,0.1299,0.4451,"(0.1299,0.4451)",0.2770794,0.0666727,0.0044453,0.3265,0.4451,0.2734,0.1299,0.23
MOD13A1_006__500m_16_days_EVI_doy2014049_aid0001,_500m_16_days_EVI,aid0001,2014-02-18,315.0,0.117,0.4844,"(0.117,0.4844)",0.2795333,0.0717944,0.0051544,0.32245,0.4502,0.2703,0.117,0.2283
MOD13A1_006__500m_16_days_EVI_doy2014065_aid0001,_500m_16_days_EVI,aid0001,2014-03-06,315.0,0.1231,0.5333,"(0.1231,0.5333)",0.3060238,0.0778565,0.0060616,0.3607,0.5333,0.2993,0.1231,0.245
MOD13A1_006__500m_16_days_EVI_doy2014081_aid0001,_500m_16_days_EVI,aid0001,2014-03-22,315.0,0.1655,0.5869,"(0.1655,0.5869)",0.3528524,0.0894792,0.0080065,0.4151,0.5869,0.3391,0.1655,0.284
MOD13A1_006__500m_16_days_EVI_doy2014097_aid0001,_500m_16_days_EVI,aid0001,2014-04-07,315.0,0.1964,0.6464,"(0.1964,0.6464)",0.4502635,0.088996,0.0079203,0.5137,0.6464,0.4613,0.2326,0.3968
MOD13A1_006__500m_16_days_EVI_doy2014113_aid0001,_500m_16_days_EVI,aid0001,2014-04-23,315.0,0.3377,0.6857,"(0.3377,0.6857)",0.5506724,0.0810674,0.0065719,0.61055,0.6857,0.5778,0.3377,0.4987
MOD13A1_006__500m_16_days_EVI_doy2014129_aid0001,_500m_16_days_EVI,aid0001,2014-05-09,315.0,0.2605,0.6726,"(0.2605,0.6726)",0.4962568,0.0846288,0.007162,0.5524,0.6726,0.5119,0.3088,0.4524
MOD13A1_006__500m_16_days_EVI_doy2014145_aid0001,_500m_16_days_EVI,aid0001,2014-05-25,315.0,0.2898,0.6535,"(0.2898,0.6535)",0.5210762,0.0856083,0.0073288,0.5884,0.6535,0.5364,0.3053,0.47395
MOD13A1_006__500m_16_days_EVI_doy2014353_aid0001,_500m_16_days_EVI,aid0001,2014-12-19,315.0,0.0847,0.5052,"(0.0847,0.5052)",0.2762124,0.0867407,0.0075239,0.3304,0.5052,0.2689,0.0847,0.19805
MOD13A1_006__500m_16_days_EVI_doy2015001_aid0001,_500m_16_days_EVI,aid0001,2015-01-01,315.0,0.1188,0.5538,"(0.1188,0.5538)",0.294001,0.0814225,0.0066296,0.347,0.4816,0.2845,0.1188,0.2301
MOD13A1_006__500m_16_days_EVI_doy2015017_aid0001,_500m_16_days_EVI,aid0001,2015-01-17,315.0,0.1172,0.4839,"(0.1172,0.4839)",0.2891924,0.0686998,0.0047197,0.3367,0.4224,0.2913,0.1172,0.24655
MOD13A1_006__500m_16_days_EVI_doy2015033_aid0001,_500m_16_days_EVI,aid0001,2015-02-02,315.0,0.0346,0.4324,"(0.0346,0.4324)",0.2518102,0.0660392,0.0043612,0.2898,0.3966,0.2466,0.0956,0.212
MOD13A1_006__500m_16_days_EVI_doy2015049_aid0001,_500m_16_days_EVI,aid0001,2015-02-18,315.0,0.1299,0.4216,"(0.1299,0.4216)",0.2615867,0.0591208,0.0034953,0.30265,0.4216,0.2531,0.1299,0.2221
MOD13A1_006__500m_16_days_EVI_doy2015065_aid0001,_500m_16_days_EVI,aid0001,2015-03-06,315.0,0.1018,0.426,"(0.1018,0.426)",0.2558032,0.0603115,0.0036375,0.29945,0.426,0.2553,0.1018,0.21025
MOD13A1_006__500m_16_days_EVI_doy2015081_aid0001,_500m_16_days_EVI,aid0001,2015-03-22,315.0,0.1376,0.5446,"(0.1376,0.5446)",0.3239289,0.0773905,0.0059893,0.3707,0.4964,0.311,0.1376,0.27165
MOD13A1_006__500m_16_days_EVI_doy2015097_aid0001,_500m_16_days_EVI,aid0001,2015-04-07,315.0,0.1316,0.5856,"(0.1316,0.5856)",0.3229311,0.0882151,0.0077819,0.3847,0.5856,0.307,0.1316,0.25015
MOD13A1_006__500m_16_days_EVI_doy2015113_aid0001,_500m_16_days_EVI,aid0001,2015-04-23,315.0,0.2108,0.6741,"(0.2108,0.6741)",0.4469981,0.0923374,0.0085262,0.502,0.6526,0.456,0.2569,0.39565
MOD13A1_006__500m_16_days_EVI_doy2015129_aid0001,_500m_16_days_EVI,aid0001,2015-05-09,315.0,0.2476,0.7013,"(0.2476,0.7013)",0.564346,0.0969369,0.0093968,0.63005,0.7013,0.5905,0.3897,0.5285
MOD13A1_006__500m_16_days_EVI_doy2015145_aid0001,_500m_16_days_EVI,aid0001,2015-05-25,315.0,0.2664,0.6936,"(0.2664,0.6936)",0.5400051,0.0993703,0.0098745,0.6164,0.6936,0.5643,0.3173,0.49585
MOD13A1_006__500m_16_days_EVI_doy2015353_aid0001,_500m_16_days_EVI,aid0001,2015-12-19,315.0,0.0832,0.5377,"(0.0832,0.5377)",0.2756308,0.087696,0.0076906,0.33945,0.5377,0.271,0.0832,0.2068
MOD13A1_006__500m_16_days_EVI_doy2016001_aid0001,_500m_16_days_EVI,aid0001,2016-01-01,315.0,0.0579,0.521,"(0.0579,0.521)",0.2235305,0.0865033,0.0074828,0.2711,0.4121,0.2,0.0579,0.1622
MOD13A1_006__500m_16_days_EVI_doy2016017_aid0001,_500m_16_days_EVI,aid0001,2016-01-17,315.0,0.1344,0.4866,"(0.1344,0.4866)",0.2643848,0.0756268,0.0057194,0.3226,0.4866,0.2655,0.1344,0.2027
MOD13A1_006__500m_16_days_EVI_doy2016033_aid0001,_500m_16_days_EVI,aid0001,2016-02-02,315.0,0.0997,0.5558,"(0.0997,0.5558)",0.3405111,0.0896473,0.0080366,0.402,0.5558,0.336,0.0997,0.276
MOD13A1_006__500m_16_days_EVI_doy2016049_aid0001,_500m_16_days_EVI,aid0001,2016-02-18,315.0,0.0245,0.3586,"(0.0245,0.3586)",0.0922327,0.0563827,0.003179,0.1382,0.2448,0.0628,0.0245,0.0461
MOD13A1_006__500m_16_days_EVI_doy2016065_aid0001,_500m_16_days_EVI,aid0001,2016-03-05,315.0,0.1292,0.5355,"(0.1292,0.5355)",0.3075308,0.0845266,0.0071447,0.3652,0.5355,0.2969,0.1292,0.246
MOD13A1_006__500m_16_days_EVI_doy2016097_aid0001,_500m_16_days_EVI,aid0001,2016-04-06,315.0,0.159,0.686,"(0.159,0.686)",0.3922629,0.1046257,0.0109465,0.46475,0.686,0.3714,0.159,0.3117
MOD13A1_006__500m_16_days_EVI_doy2016113_aid0001,_500m_16_days_EVI,aid0001,2016-04-22,315.0,0.2552,0.6663,"(0.2552,0.6663)",0.5153387,0.0940883,0.0088526,0.5788,0.6663,0.5425,0.3375,0.4822
MOD13A1_006__500m_16_days_EVI_doy2016129_aid0001,_500m_16_days_EVI,aid0001,2016-05-08,315.0,0.2758,0.6509,"(0.2758,0.6509)",0.5354613,0.0870644,0.0075802,0.596,0.6509,0.5673,0.3843,0.5099
MOD13A1_006__500m_16_days_EVI_doy2016145_aid0001,_500m_16_days_EVI,aid0001,2016-05-24,315.0,0.2658,0.6506,"(0.2658,0.6506)",0.5156292,0.085245,0.0072667,0.57615,0.6506,0.5387,0.3313,0.4773
MOD13A1_006__500m_16_days_EVI_doy2016353_aid0001,_500m_16_days_EVI,aid0001,2016-12-18,315.0,0.1177,0.4465,"(0.1177,0.4465)",0.2434584,0.0690334,0.0047656,0.29245,0.4465,0.2435,0.1177,0.18505
MOD13A1_006__500m_16_days_EVI_doy2017001_aid0001,_500m_16_days_EVI,aid0001,2017-01-01,315.0,-0.0239,0.4608,"(-0.0239,0.4608)",0.2206067,0.089372,0.0079874,0.2862,0.4047,0.2169,0.0286,0.1709
MOD13A1_006__500m_16_days_EVI_doy2017017_aid0001,_500m_16_days_EVI,aid0001,2017-01-17,315.0,-0.0194,0.3504,"(-0.0194,0.3504)",0.1599083,0.0995959,0.0099193,0.24935,0.3504,0.1345,-0.0194,0.0722
